date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:07:07	1080/1080	---MCZ	200	added ('OK')	text/css	etag:W/%2268b6a09a-438%22	https://247artists.com/wp-content/themes/creatorspc/build/css/components/s-hero-home.css?ver=179924284	./247artists-clone/247artists.com/wp-content/themes/creatorspc/build/css/components/s-hero-home1759.css	(from https://247artists.com/)
10:07:07	1163/1163	---MCZ	200	added ('OK')	text/css	etag:W/%2268b6a0a0-48b%22	https://247artists.com/wp-content/themes/creatorspc/build/css/components/site-foot.css?ver=179924284	./247artists-clone/247artists.com/wp-content/themes/creatorspc/build/css/components/site-foot1759.css	(from https://247artists.com/)
10:07:09	6460/6460	---MCZ	200	added ('OK')	text/css	etag:W/%2268b6a099-193c%22	https://247artists.com/wp-content/themes/creatorspc/build/css/components/s-hero-event.css?ver=179924284	./247artists-clone/247artists.com/wp-content/themes/creatorspc/build/css/components/s-hero-event1759.css	(from https://247artists.com/)
10:07:09	10463/10463	---MCZ	200	added ('OK')	text/css	etag:W/%2268b6a09b-28df%22	https://247artists.com/wp-content/themes/creatorspc/build/css/components/s-hero-lp.css?ver=179924284	./247artists-clone/247artists.com/wp-content/themes/creatorspc/build/css/components/s-hero-lp1759.css	(from https://247artists.com/)
10:07:10	1425/1425	---MCZ	200	added ('OK')	text/css	etag:W/%2268b6a0a1-591%22	https://247artists.com/wp-content/themes/creatorspc/build/css/components/site-scrollbar.css?ver=179924284	./247artists-clone/247artists.com/wp-content/themes/creatorspc/build/css/components/site-scrollbar1759.css	(from https://247artists.com/)
10:07:12	4457/4457	---MCZ	200	added ('OK')	text/css	etag:W/%2268b6a0a1-1169%22	https://247artists.com/wp-content/themes/creatorspc/build/css/components/site-head.css?ver=179924284	./247artists-clone/247artists.com/wp-content/themes/creatorspc/build/css/components/site-head1759.css	(from https://247artists.com/)
10:07:12	2384/2384	---MCZ	200	added ('OK')	text/css	etag:W/%2268b6a094-950%22	https://247artists.com/wp-content/themes/creatorspc/build/css/components/btn-simple.css?ver=179924284	./247artists-clone/247artists.com/wp-content/themes/creatorspc/build/css/components/btn-simple1759.css	(from https://247artists.com/)
10:07:13	78/78	---MCZ	200	added ('OK')	text/css	etag:W/%2268b6a0a5-4e%22	https://247artists.com/wp-content/themes/creatorspc/build/css/layouts/front-page.css?ver=179924284	./247artists-clone/247artists.com/wp-content/themes/creatorspc/build/css/layouts/front-page1759.css	(from https://247artists.com/)
10:07:14	5066/5066	---MCZ	200	added ('OK')	text/css	etag:W/%2267cabb6b-13ca%22	https://247artists.com/wp-content/plugins/incredibles-cookie-consent/assets/css/front.css?ver=1.1.1	./247artists-clone/247artists.com/wp-content/plugins/incredibles-cookie-consent/assets/css/frontc64e.css	(from https://247artists.com/)
10:07:16	87655/87655	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd317f-15667%22	https://247artists.com/wp-includes/css/dist/components/style.min.css?ver=9191403cd5950a2ed5cce2220ef9ad6b	./247artists-clone/247artists.com/wp-includes/css/dist/components/style.min7cf5.css	(from https://247artists.com/)
10:07:16	12886/12886	---MCZ	200	added ('OK')	text/css	etag:W/%2268f21dbc-3256%22	https://247artists.com/wp-content/mu-plugins/vendor/wpex/godaddy-launch/includes/Dependencies/GoDaddy/Styles/build/latest.css?ver=2.0.2	./247artists-clone/247artists.com/wp-content/mu-plugins/vendor/wpex/godaddy-launch/includes/Dependencies/GoDaddy/Styles/build/latest4c56.css	(from https://247artists.com/)
10:07:18	221015/221015	---MCZ	200	added ('OK')	text/css	etag:W/%2268b6a080-35f57%22	https://247artists.com/wp-content/themes/creatorspc/build/css/no-script.css?ver=179924284	./247artists-clone/247artists.com/wp-content/themes/creatorspc/build/css/no-script1759.css	(from https://247artists.com/)
10:07:18	4498/4498	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267cabb6b-1192%22	https://247artists.com/wp-content/plugins/incredibles-cookie-consent/assets/js/front.min.js?ver=1.1.1	./247artists-clone/247artists.com/wp-content/plugins/incredibles-cookie-consent/assets/js/front.minc64e.js	(from https://247artists.com/)
10:07:19	975/975	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db3-3cf%22	https://247artists.com/wp-content/themes/creatorspc/static/images/logo-247.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/logo-247.svg	(from https://247artists.com/)
10:07:20	2370/2370	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db4-942%22	https://247artists.com/wp-content/themes/creatorspc/static/images/logo-247artists.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/logo-247artists.svg	(from https://247artists.com/)
10:07:22	495/495	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db1-1ef%22	https://247artists.com/wp-content/themes/creatorspc/static/images/icon-social-facebook.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/icon-social-facebook.svg	(from https://247artists.com/)
10:07:22	68797/68797	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Oct%202025%2022:55:53%20GMT	https://247artists.com/workshops/	./247artists-clone/247artists.com/workshops/index.html	(from https://247artists.com/)
10:07:22	55888/55888	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2002:18:35%20GMT	https://247artists.com/blog/	./247artists-clone/247artists.com/blog/index.html	(from https://247artists.com/)
10:07:24	3713/3713	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db1-e81%22	https://247artists.com/wp-content/themes/creatorspc/static/images/icon-social-instagram.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/icon-social-instagram.svg	(from https://247artists.com/)
10:07:24	45474/45474	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2007:07:23%20GMT	https://247artists.com/events/	./247artists-clone/247artists.com/events/index.html	(from https://247artists.com/)
10:07:24	52250/52250	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2002:18:28%20GMT	https://247artists.com/legal-notice/	./247artists-clone/247artists.com/legal-notice/index.html	(from https://247artists.com/)
10:07:25	61190/61190	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2007:07:25%20GMT	https://247artists.com/about-us/	./247artists-clone/247artists.com/about-us/index.html	(from https://247artists.com/)
10:07:26	406/406	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db2-196%22	https://247artists.com/wp-content/themes/creatorspc/static/images/icon-social-x.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/icon-social-x.svg	(from https://247artists.com/)
10:07:27	2991/2991	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db2-baf%22	https://247artists.com/wp-content/themes/creatorspc/static/images/icon-social-youtube.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/icon-social-youtube.svg	(from https://247artists.com/)
10:07:30	795300/795300	---M--	200	added ('OK')	video/mp4	etag:%2267b87f47-c22a4%22	https://247artists.com/wp-content/uploads/2025/02/01-ld.mp4	./247artists-clone/247artists.com/wp-content/uploads/2025/02/01-ld.mp4	(from https://247artists.com/)
10:07:30	2386093/2386093	---M--	200	added ('OK')	video/mp4	etag:%2267b87f3f-2468ad%22	https://247artists.com/wp-content/uploads/2025/02/00-ld.mp4	./247artists-clone/247artists.com/wp-content/uploads/2025/02/00-ld.mp4	(from https://247artists.com/)
10:07:31	327708/327708	---M--	200	added ('OK')	video/mp4	etag:%2267b87f42-5001c%22	https://247artists.com/wp-content/uploads/2025/02/03-ld.mp4	./247artists-clone/247artists.com/wp-content/uploads/2025/02/03-ld.mp4	(from https://247artists.com/)
10:07:31	29409/29409	---M--	200	added ('OK')	image/jpeg	etag:%2267c5ece5-7302%22	https://247artists.com/wp-content/uploads/2025/02/Splits-v1-720x721.jpg	./247artists-clone/247artists.com/wp-content/uploads/2025/02/Splits-v1-720x721.jpg	(from https://247artists.com/)
10:07:32	478795/478795	---M--	200	added ('OK')	video/mp4	etag:%2267b87f44-74e4b%22	https://247artists.com/wp-content/uploads/2025/02/02-ld.mp4	./247artists-clone/247artists.com/wp-content/uploads/2025/02/02-ld.mp4	(from https://247artists.com/)
10:07:33	160777/160777	---M--	200	added ('OK')	image/jpeg	etag:%2267b84a75-2b4c2%22	https://247artists.com/wp-content/uploads/2025/02/Splits-v2-720x721.jpg	./247artists-clone/247artists.com/wp-content/uploads/2025/02/Splits-v2-720x721.jpg	(from https://247artists.com/)
10:07:33	14653/14653	---M--	200	added ('OK')	image/jpeg	etag:%2267c5ed28-395e%22	https://247artists.com/wp-content/uploads/2025/02/Agreements-v2-720x721.jpg	./247artists-clone/247artists.com/wp-content/uploads/2025/02/Agreements-v2-720x721.jpg	(from https://247artists.com/)
10:07:34	15698/15698	---M--	200	added ('OK')	image/jpeg	etag:%2267c5ed33-3d73%22	https://247artists.com/wp-content/uploads/2025/02/Agreements-v1-720x721.jpg	./247artists-clone/247artists.com/wp-content/uploads/2025/02/Agreements-v1-720x721.jpg	(from https://247artists.com/)
10:07:35	29808/29808	---M--	200	added ('OK')	image/jpeg	etag:%2267c5ed20-7491%22	https://247artists.com/wp-content/uploads/2025/02/Catalog-v1-720x720.jpg	./247artists-clone/247artists.com/wp-content/uploads/2025/02/Catalog-v1-720x720.jpg	(from https://247artists.com/)
10:07:36	64428/64428	---M--	200	added ('OK')	image/jpeg	etag:%2267c5ed16-fbcd%22	https://247artists.com/wp-content/uploads/2025/02/Catalog-v2-720x721.jpg	./247artists-clone/247artists.com/wp-content/uploads/2025/02/Catalog-v2-720x721.jpg	(from https://247artists.com/)
10:07:37	25511/25511	---M--	200	added ('OK')	image/jpeg	etag:%2267c5ecf0-63c8%22	https://247artists.com/wp-content/uploads/2025/02/Song-Registration-v2-720x720.jpg	./247artists-clone/247artists.com/wp-content/uploads/2025/02/Song-Registration-v2-720x720.jpg	(from https://247artists.com/)
10:07:38	22547/22547	---M--	200	added ('OK')	image/jpeg	etag:%2267c5ecfa-5834%22	https://247artists.com/wp-content/uploads/2025/02/Song-Registration-v1-720x721.jpg	./247artists-clone/247artists.com/wp-content/uploads/2025/02/Song-Registration-v1-720x721.jpg	(from https://247artists.com/)
10:07:39	16027/16027	---M--	200	added ('OK')	image/jpeg	etag:%2267c5ed02-3ebc%22	https://247artists.com/wp-content/uploads/2025/02/Payments-v2-720x721.jpg	./247artists-clone/247artists.com/wp-content/uploads/2025/02/Payments-v2-720x721.jpg	(from https://247artists.com/)
10:07:40	11172/11172	---M--	200	added ('OK')	image/jpeg	etag:%2267c5ed0d-2bc5%22	https://247artists.com/wp-content/uploads/2025/02/Payments-v1-720x721.jpg	./247artists-clone/247artists.com/wp-content/uploads/2025/02/Payments-v1-720x721.jpg	(from https://247artists.com/)
10:07:42	139428/139428	---M--	200	added ('OK')	image/jpeg	etag:%2267c5ed58-22103%22	https://247artists.com/wp-content/uploads/2025/01/image-83-720x720.jpg	./247artists-clone/247artists.com/wp-content/uploads/2025/01/image-83-720x720.jpg	(from https://247artists.com/)
10:07:42	53816/53816	---M--	200	added ('OK')	image/jpeg	etag:%2267c0f1be-d259%22	https://247artists.com/wp-content/uploads/2025/02/2-720x1079.jpg	./247artists-clone/247artists.com/wp-content/uploads/2025/02/2-720x1079.jpg	(from https://247artists.com/)
10:07:43	89398/89398	---M--	200	added ('OK')	image/jpeg	etag:%2267c0f211-15d57%22	https://247artists.com/wp-content/uploads/2025/02/Perform-720x900.jpg	./247artists-clone/247artists.com/wp-content/uploads/2025/02/Perform-720x900.jpg	(from https://247artists.com/)
10:07:44	4216/4216	---M--	200	added ('OK')	image/jpeg	etag:%2267c0daeb-1099%22	https://247artists.com/wp-content/uploads/2025/02/Testimonial-Manny-150x150.jpg	./247artists-clone/247artists.com/wp-content/uploads/2025/02/Testimonial-Manny-150x150.jpg	(from https://247artists.com/)
10:07:45	3764/3764	---M--	200	added ('OK')	image/webp	etag:%2267c0db62-eb4%22	https://247artists.com/wp-content/uploads/2025/02/Sarah-150x150.webp	./247artists-clone/247artists.com/wp-content/uploads/2025/02/Sarah-150x150.webp	(from https://247artists.com/)
10:07:46	4140/4140	---M--	200	added ('OK')	image/jpeg	etag:%226827590f-104d%22	https://247artists.com/wp-content/uploads/2025/05/20160831144814-Wilson-Matt-Headshot-5x7-1-150x150.jpeg	./247artists-clone/247artists.com/wp-content/uploads/2025/05/20160831144814-Wilson-Matt-Headshot-5x7-1-150x150.jpg	(from https://247artists.com/)
10:07:47	1/1	---MC-	400	error ('Bad%20Request')	text/html	date:Thu,%2023%20Oct%202025%2007:07:48%20GMT	https://247artists.com/wp-admin/admin-ajax.php	./247artists-clone/247artists.com/wp-admin/admin-ajax.php	(from https://247artists.com/)
10:07:49	190343/190343	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268b6a08c-2e787%22	https://247artists.com/wp-content/themes/creatorspc/build/js/npm-gsap.js?ver=179924284	./247artists-clone/247artists.com/wp-content/themes/creatorspc/build/js/npm-gsap1759.js	(from https://247artists.com/)
10:07:50	27537/27537	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268b6a08c-6b91%22	https://247artists.com/wp-content/themes/creatorspc/build/js/main.js?ver=179924284	./247artists-clone/247artists.com/wp-content/themes/creatorspc/build/js/main1759.js	(from https://247artists.com/)
10:07:51	59185/59185	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268b6a08d-e731%22	https://247artists.com/wp-content/themes/creatorspc/build/js/npm-luge.js?ver=179924284	./247artists-clone/247artists.com/wp-content/themes/creatorspc/build/js/npm-luge1759.js	(from https://247artists.com/)
10:07:51	26004/26004	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268b56ffb-6594%22	https://247artists.com/wp-content/plugins/wp-rocket/assets/js/wpr-beacon.min.js	./247artists-clone/247artists.com/wp-content/plugins/wp-rocket/assets/js/wpr-beacon.min.js	(from https://247artists.com/)
10:07:52	52708/52708	---M--	200	added ('OK')	font/woff2	etag:%2268276ee4-cde4%22	https://247artists.com/wp-content/themes/creatorspc/static/fonts/gellix/Gellix-Regular.woff2	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/fonts/gellix/Gellix-Regular.woff2	(from https://247artists.com/wp-content/themes/creatorspc/static/fonts/gellix.css?ver=1.0.0)
10:07:53	60048/60048	---M--	200	added ('OK')	font/woff	etag:%2268276ee3-ea90%22	https://247artists.com/wp-content/themes/creatorspc/static/fonts/gellix/Gellix-Regular.woff	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/fonts/gellix/Gellix-Regular.woff	(from https://247artists.com/wp-content/themes/creatorspc/static/fonts/gellix.css?ver=1.0.0)
10:07:54	53072/53072	---M--	200	added ('OK')	font/woff2	etag:%2268276ee3-cf50%22	https://247artists.com/wp-content/themes/creatorspc/static/fonts/gellix/Gellix-Medium.woff2	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/fonts/gellix/Gellix-Medium.woff2	(from https://247artists.com/wp-content/themes/creatorspc/static/fonts/gellix.css?ver=1.0.0)
10:07:55	60524/60524	---M--	200	added ('OK')	font/woff	etag:%2268276ee2-ec6c%22	https://247artists.com/wp-content/themes/creatorspc/static/fonts/gellix/Gellix-Medium.woff	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/fonts/gellix/Gellix-Medium.woff	(from https://247artists.com/wp-content/themes/creatorspc/static/fonts/gellix.css?ver=1.0.0)
10:07:56	53824/53824	---M--	200	added ('OK')	font/woff2	etag:%2268276ee4-d240%22	https://247artists.com/wp-content/themes/creatorspc/static/fonts/gellix/Gellix-SemiBold.woff2	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/fonts/gellix/Gellix-SemiBold.woff2	(from https://247artists.com/wp-content/themes/creatorspc/static/fonts/gellix.css?ver=1.0.0)
10:07:58	61380/61380	---M--	200	added ('OK')	font/woff	etag:%2268276ee4-efc4%22	https://247artists.com/wp-content/themes/creatorspc/static/fonts/gellix/Gellix-SemiBold.woff	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/fonts/gellix/Gellix-SemiBold.woff	(from https://247artists.com/wp-content/themes/creatorspc/static/fonts/gellix.css?ver=1.0.0)
10:07:59	299/299	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276daf-12b%22	https://247artists.com/wp-content/themes/creatorspc/static/images/icon-menu-arrow.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/icon-menu-arrow.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/components/b-nav-wrapper.css?ver=179924284)
10:08:00	494/494	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276daf-1ee%22	https://247artists.com/wp-content/themes/creatorspc/static/images/icon-pin.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/icon-pin.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/components/s-hero-event.css?ver=179924284)
10:08:01	381/381	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276daf-17d%22	https://247artists.com/wp-content/themes/creatorspc/static/images/icon-glob.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/icon-glob.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/components/s-hero-event.css?ver=179924284)
10:08:02	321/321	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276daf-141%22	https://247artists.com/wp-content/themes/creatorspc/static/images/icon-note.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/icon-note.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/components/s-hero-event.css?ver=179924284)
10:08:03	167/167	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db7-a7%22	https://247artists.com/wp-content/themes/creatorspc/static/images/tick-pink.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/tick-pink.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/components/s-hero-lp.css?ver=179924284)
10:08:04	164/164	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db6-a4%22	https://247artists.com/wp-content/themes/creatorspc/static/images/tick-white.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/tick-white.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/components/s-hero-lp.css?ver=179924284)
10:08:05	167/167	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db6-a7%22	https://247artists.com/wp-content/themes/creatorspc/static/images/tick-black.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/tick-black.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/components/s-hero-lp.css?ver=179924284)
10:08:06	489/489	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db2-1e9%22	https://247artists.com/wp-content/themes/creatorspc/static/images/icon-star.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/icon-star.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/no-script.css?ver=179924284)
10:08:07	158/158	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db1-9e%22	https://247artists.com/wp-content/themes/creatorspc/static/images/icon-select-arrow.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/icon-select-arrow.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/no-script.css?ver=179924284)
10:08:08	251/251	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276dae-fb%22	https://247artists.com/wp-content/themes/creatorspc/static/images/icon-close-search.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/icon-close-search.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/no-script.css?ver=179924284)
10:08:09	302/302	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db0-12e%22	https://247artists.com/wp-content/themes/creatorspc/static/images/icon-search.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/icon-search.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/no-script.css?ver=179924284)
10:08:10	421/421	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db0-1a5%22	https://247artists.com/wp-content/themes/creatorspc/static/images/icon-quote.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/icon-quote.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/no-script.css?ver=179924284)
10:08:11	1058/1058	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276dad-422%22	https://247artists.com/wp-content/themes/creatorspc/static/images/globe-black.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/globe-black.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/no-script.css?ver=179924284)
10:08:12	751/751	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db6-2ef%22	https://247artists.com/wp-content/themes/creatorspc/static/images/pin-black.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/pin-black.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/no-script.css?ver=179924284)
10:08:13	927/927	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268276db7-39f%22	https://247artists.com/wp-content/themes/creatorspc/static/images/warning-black.svg	./247artists-clone/247artists.com/wp-content/themes/creatorspc/static/images/warning-black.svg	(from https://247artists.com/wp-content/themes/creatorspc/build/css/no-script.css?ver=179924284)
10:08:14	231/231	---MCZ	200	added ('OK')	text/css	etag:W/%2268b6a0a5-e7%22	https://247artists.com/wp-content/themes/creatorspc/build/css/layouts/flexible-page.css?ver=179924284	./247artists-clone/247artists.com/wp-content/themes/creatorspc/build/css/layouts/flexible-page1759.css	(from https://247artists.com/workshops/)
10:08:15	3054/3054	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267f7b7eb-bee%22	https://247artists.com/wp-content/uploads/2025/04/Convert-to-SVG-files-211355-07.svg	./247artists-clone/247artists.com/wp-content/uploads/2025/04/Convert-to-SVG-files-211355-07.svg	(from https://247artists.com/workshops/)
10:08:16	6169/6169	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267f7ef6d-1819%22	https://247artists.com/wp-content/uploads/2025/04/Recording_Academy_Logo.svg	./247artists-clone/247artists.com/wp-content/uploads/2025/04/Recording_Academy_Logo.svg	(from https://247artists.com/workshops/)
10:08:17	1234/1234	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267f7b7ee-4d2%22	https://247artists.com/wp-content/uploads/2025/04/Convert-to-SVG-files-211355-02.svg	./247artists-clone/247artists.com/wp-content/uploads/2025/04/Convert-to-SVG-files-211355-02.svg	(from https://247artists.com/workshops/)
10:08:18	3240/3240	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267f7b7ec-ca8%22	https://247artists.com/wp-content/uploads/2025/04/Convert-to-SVG-files-211355-06.svg	./247artists-clone/247artists.com/wp-content/uploads/2025/04/Convert-to-SVG-files-211355-06.svg	(from https://247artists.com/workshops/)
10:08:19	5977/5977	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267f7b7eb-1759%22	https://247artists.com/wp-content/uploads/2025/04/Convert-to-SVG-files-211355-08.svg	./247artists-clone/247artists.com/wp-content/uploads/2025/04/Convert-to-SVG-files-211355-08.svg	(from https://247artists.com/workshops/)
